Dataset Name,Image Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody 1],Antibody Identifier 1,Comment [Antibody 1],Experimental Condition [Antibody 2],Antibody Identifier 2,Comment [Antibody 2],Experimental Condition [Antibody 3],Antibody Identifier 3,Comment [Antibody 3],Comment [Probe 1],Comment [Probe 2],Comment [Probe 3],Comment [Gene Identifier 1],Comment [Gene Symbol 1],Comment [Gene Identifier 2],Comment [Gene Symbol 2],Comment [Gene Identifier 3],Comment [Gene Symbol 3],Comment [Image File Path],Channels,Visualisation Method,Expression Pattern Description
MKI67-AIF1,CS16-921-6pcw.svs [0],Embryo 921,Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS16-921-6pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,CS16-921-6pcw.svs [macro image],Embryo 921,Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS16-921-6pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,CS16-921-6pcw.svs [label image],Embryo 921,Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS16-921-6pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,CS18-327-7pcw.svs [0],Embryo 327,Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS18-327-7pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,CS18-327-7pcw.svs [macro image],Embryo 327,Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS18-327-7pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,CS18-327-7pcw.svs [label image],Embryo 327,Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS18-327-7pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,CS21-777-51-8pcw.svs [0],Embryo 777,Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS21-777-51-8pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,CS21-777-51-8pcw.svs [macro image],Embryo 777,Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS21-777-51-8pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,CS21-777-51-8pcw.svs [label image],Embryo 777,Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS21-777-51-8pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,CS23-12780-9pcw.svs [0],Embryo 12780,Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS23-12780-9pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,CS23-12780-9pcw.svs [macro image],Embryo 12780,Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS23-12780-9pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,CS23-12780-9pcw.svs [label image],Embryo 12780,Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\CS23-12780-9pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,NP-146-11-12pcw.svs [0],Fetal brain 146-11,Homo sapiens,NCBITaxon,9606,12pcw,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\NP-146-11-12pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,NP-146-11-12pcw.svs [macro image],Fetal brain 146-11,Homo sapiens,NCBITaxon,9606,12pcw,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\NP-146-11-12pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,NP-146-11-12pcw.svs [label image],Fetal brain 146-11,Homo sapiens,NCBITaxon,9606,12pcw,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\NP-146-11-12pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,NP-65-08-13-20pcw.svs [0],Fetal brain 65-08-13,Homo sapiens,NCBITaxon,9606,20PCW,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\NP-65-08-13-20pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,NP-65-08-13-20pcw.svs [macro image],Fetal brain 65-08-13,Homo sapiens,NCBITaxon,9606,20PCW,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\NP-65-08-13-20pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,NP-65-08-13-20pcw.svs [label image],Fetal brain 65-08-13,Homo sapiens,NCBITaxon,9606,20PCW,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\NP-65-08-13-20pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,RI-1248-94B-14pcw.svs [0],Fetal brain RI-1248,Homo sapiens,NCBITaxon,9606,14PCW,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\RI-1248-94B-14pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,RI-1248-94B-14pcw.svs [macro image],Fetal brain RI-1248,Homo sapiens,NCBITaxon,9606,14PCW,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\RI-1248-94B-14pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MKI67-AIF1,RI-1248-94B-14pcw.svs [label image],Fetal brain RI-1248,Homo sapiens,NCBITaxon,9606,14PCW,Immunohistochemistry ,MKI67,NM_002417.5,Agilent Cat#M724029-2,IBA1,NM_001623.5,Wako Chemicals Cat#019-19741,,,,,,,ENSG00000148773,MKI67,,,,,MKI67-AIF1\RI-1248-94B-14pcw.svs,,"MKI67 - DAB, AIF1 - Fast red",MKI67 all proliferating cells. AIF1 microglia
MNX1-ISL1,CS12-MERGE-HB9488-ISLET1568.20X.A-hindlimb.tif,CS12 embryo,Homo sapiens,NCBITaxon,9606,CS12 ,Immunofluorescence,anti-HB9,NM_005515.4,RRID: AB_2145209,anti-ISLET1,NM_002202.3,RRID: AB_881306,,,,,,,ENSG00000130675,MNX1,ENSG00000016082,ISL1,,,MNX1-ISL1\CS12-MERGE-HB9488-ISLET1568.20X.A-hindlimb.tif,1-ISL1; 2-MNX1; 3-DAPI,,Spinal cord neuronal progenitors
MNX1-ISL1,CS12-MERGE-HB9488-ISLET1594.20X.A-forelimb.tif,CS12 embryo,Homo sapiens,NCBITaxon,9606,CS12 ,Immunofluorescence,anti-HB9,NM_005515.4,RRID: AB_2145209,anti-ISLET1,NM_002202.3,RRID: AB_881306,,,,,,,ENSG00000130675,MNX1,ENSG00000016082,ISL1,,,MNX1-ISL1\CS12-MERGE-HB9488-ISLET1594.20X.A-forelimb.tif,1-ISL1; 2-MNX1; 3-DAPI,,Spinal cord neuronal progenitors
MNX1-ISL1,CS12-MERGE-HB9488-ISLET1594.20X.A-interlimb.tif,CS12 embryo,Homo sapiens,NCBITaxon,9606,CS12 ,Immunofluorescence,anti-HB9,NM_005515.4,RRID: AB_2145209,anti-ISLET1,NM_002202.3,RRID: AB_881306,,,,,,,ENSG00000130675,MNX1,ENSG00000016082,ISL1,,,MNX1-ISL1\CS12-MERGE-HB9488-ISLET1594.20X.A-interlimb.tif,1-ISL1; 2-MNX1; 3-DAPI,,Spinal cord neuronal progenitors
MNX1-ISL1,CS12-MERGE-HB9488-ISLET1594.20X.B-interlimb.tif,CS12 embryo,Homo sapiens,NCBITaxon,9606,CS12 ,Immunofluorescence,anti-HB9,NM_005515.4,RRID: AB_2145209,anti-ISLET1,NM_002202.3,RRID: AB_881306,,,,,,,ENSG00000130675,MNX1,ENSG00000016082,ISL1,,,MNX1-ISL1\CS12-MERGE-HB9488-ISLET1594.20X.B-interlimb.tif,1-ISL1; 2-MNX1; 3-DAPI,,Spinal cord neuronal progenitors
MNX1-ISL1,CS12-MERGE-HB9488-ISLET1594.20X.B_forelimb.tif,CS12 embryo,Homo sapiens,NCBITaxon,9606,CS12 ,Immunofluorescence,anti-HB9,NM_005515.4,RRID: AB_2145209,anti-ISLET1,NM_002202.3,RRID: AB_881306,,,,,,,ENSG00000130675,MNX1,ENSG00000016082,ISL1,,,MNX1-ISL1\CS12-MERGE-HB9488-ISLET1594.20X.B_forelimb.tif,1-ISL1; 2-MNX1; 3-DAPI,,Spinal cord neuronal progenitors
MNX1-ISL1,CS12-MERGE-HB9488-ISLET1594.20X.C-interlimb.tif,CS12 embryo,Homo sapiens,NCBITaxon,9606,CS12 ,Immunofluorescence,anti-HB9,NM_005515.4,RRID: AB_2145209,anti-ISLET1,NM_002202.3,RRID: AB_881306,,,,,,,ENSG00000130675,MNX1,ENSG00000016082,ISL1,,,MNX1-ISL1\CS12-MERGE-HB9488-ISLET1594.20X.C-interlimb.tif,1-ISL1; 2-MNX1; 3-DAPI,,Spinal cord neuronal progenitors
MYL2-FN1,20201003 slides.lif - 14301-13 myosin fibro gata6 1-1.tif,13PCW fetal lung,Homo sapiens,NCBITaxon,9606,13PCW,Immunofluorescence,phosphorylated MYL2,NM_000432.4,Cell Signaling Technologies 3671,FN1,NM_212482.4,"R&D Systems, AF1918",,,,,,,ENSG00000111245,MYL2,ENSG00000115414,FN1,,,MYL2-FN1\20201003 slides.lif - 14301-13 myosin fibro gata6 1-1.tif,1-DAPI; 2-MYL2; 3-FN1,,Lung: green phosphorylated myosin light chain; red fibronectin basement membrane protein
MYL2-FN1,20201003 slides.lif - 14301-13 myosin fibro gata6 2-1.tif,13PCW fetal lung,Homo sapiens,NCBITaxon,9606,13PCW,Immunofluorescence,phosphorylated MYL2,NM_000432.4,Cell Signaling Technologies 3671,FN1,NM_212482.4,"R&D Systems, AF1918",,,,,,,ENSG00000111245,MYL2,ENSG00000115414,FN1,,,MYL2-FN1\20201003 slides.lif - 14301-13 myosin fibro gata6 2-1.tif,1-DAPI; 2-MYL2; 3-FN1,,Lung: green phosphorylated myosin light chain; red fibronectin basement membrane protein
MYL2-FN1-GATA6,20201005.lif - 14206-10 Factin myosin gata6 2 (RGB).tif,10PCW fetal lung,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,phosphorylated MYL2,NM_000432.4,Cell Signaling Technologies 3671,FN1,NM_212482.4,"R&D Systems, AF1918",GATA6,NM_005257.6,Cell Signaling 5851,,,,ENSG00000111245,MYL2,ENSG00000115414,FN1,ENSG00000141448,GATA6,MYL2-FN1-GATA6\20201005.lif - 14206-10 Factin myosin gata6 2 (RGB).tif,1-DAPI; 2-MYL2; 3-FN1; 4-GATA6,,Lung: green phosphorylated myosin light chain; red fibronectin basement membrane protein; white GATA6 enriched in tip epithelium
MYL2-FN1-GATA6,20201005.lif - 14206-10 Factin myosin gata6 2 zoom (RGB).tif,10PCW fetal lung,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,phosphorylated MYL2,NM_000432.4,Cell Signaling Technologies 3671,FN1,NM_212482.4,"R&D Systems, AF1918",GATA6,NM_005257.6,Cell Signaling 5851,,,,ENSG00000111245,MYL2,ENSG00000115414,FN1,ENSG00000141448,GATA6,MYL2-FN1-GATA6\20201005.lif - 14206-10 Factin myosin gata6 2 zoom (RGB).tif,1-DAPI; 2-MYL2; 3-FN1; 4-GATA6,,Lung: green phosphorylated myosin light chain; red fibronectin basement membrane protein; white GATA6 enriched in tip epithelium
MYL2-FN1-GATA6,20201005.lif - 14206-10 Factin myosin gata6 airway (RGB).tif,10PCW fetal lung,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,phosphorylated MYL2,NM_000432.4,Cell Signaling Technologies 3671,FN1,NM_212482.4,"R&D Systems, AF1918",GATA6,NM_005257.6,Cell Signaling 5851,,,,ENSG00000111245,MYL2,ENSG00000115414,FN1,ENSG00000141448,GATA6,MYL2-FN1-GATA6\20201005.lif - 14206-10 Factin myosin gata6 airway (RGB).tif,1-DAPI; 2-MYL2; 3-FN1; 4-GATA6,,Lung: green phosphorylated myosin light chain; red fibronectin basement membrane protein; white GATA6 enriched in tip epithelium
MYL2-FN1-GATA6,20201005.lif - 14206-10 Factin myosin gata6 airway zoom (RGB).tif,10PCW fetal lung,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,phosphorylated MYL2,NM_000432.4,Cell Signaling Technologies 3671,FN1,NM_212482.4,"R&D Systems, AF1918",GATA6,NM_005257.6,Cell Signaling 5851,,,,ENSG00000111245,MYL2,ENSG00000115414,FN1,ENSG00000141448,GATA6,MYL2-FN1-GATA6\20201005.lif - 14206-10 Factin myosin gata6 airway zoom (RGB).tif,1-DAPI; 2-MYL2; 3-FN1; 4-GATA6,,Lung: green phosphorylated myosin light chain; red fibronectin basement membrane protein; white GATA6 enriched in tip epithelium
Neural_markers_10PCW,10pcw_13331_SP8_SCGN_STITCHING_10X.czi,Fetus 13331,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,SP8,NM_182700,Santa Cruz sc-104661,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,ENSG00000164651,SP8,ENSG00000079689,SCGN,,,Neural_markers_10PCW\10pcw_13331_SP8_SCGN_STITCHING_10X.czi,1-DAPI; 2-SCGN; 3-SP8,,"SP8 (red): cortex, LGE, CGE; SCGN (green): cortex, LGE, CGE, basal ganglia"
Neural_markers_10PCW,10pcw_12721_SCGN_COUPTFII_GE_10X_Stitching.czi,Fetus 12721,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,SCGN,NM_006998,Atlas Antibodies HPA006641,COUPTFII,NM_021005.4,R&D Systems PP-H7147-00,,,,,,,ENSG00000079689,SCGN,ENSG00000185551,NR2F2,,,Neural_markers_10PCW\10pcw_12721_SCGN_COUPTFII_GE_10X_Stitching.czi,1-DAPI; 2-NR2F2; 3-SCGN,,"SCGN (red): cortex, LGE, CGE, thalamus; NR2F2 (green): cortex, LGE, CGE, thalamus"
Neural_markers_10PCW,10pcw_12721_SCGN_SPB_5X_2_IP-Stitching-01.czi,Fetus 12721,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,SCGN,NM_006998,Atlas Antibodies HPA006641,SP8,NM_182700,Santa Cruz sc-104661,,,,,,,ENSG00000079689,SCGN,ENSG00000164651,SP8,,,Neural_markers_10PCW\10pcw_12721_SCGN_SPB_5X_2_IP-Stitching-01.czi,1-DAPI; 2-SP8; 3-SCGN,,"SCGN (red): cortex, LGE, CGE, thalamus; SP8 (green): cortex, LGE, CGE, thalamus"
Neural_markers_10PCW,10pcw_13081_SCGN_CALB_STITCHING_10X.czi,Fetus 13081,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,SCGN,NM_006998,Atlas Antibodies HPA006641,Calbindin,NM_004929,Swant CB38,,,,,,,ENSG00000079689,SCGN,ENSG00000104327,CALB1,,,Neural_markers_10PCW\10pcw_13081_SCGN_CALB_STITCHING_10X.czi,1-DAPI; 2-CALB1; 3-SCGN,,"SCGN (red): cortex, LGE, CGE, thalamus; CALB1 (green): cortex, thalamus, choroid plexus, internal capsule"
Neural_markers_10PCW,10pcw_13136_SCG_CALR_stitching_10x.czi,Fetus 13136,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,SCGN,NM_006998,Atlas Antibodies HPA006641,Calretinin,NM_001740,Merck MAB1568,,,,,,,ENSG00000079689,SCGN,ENSG00000172137,CALB2,,,Neural_markers_10PCW\10pcw_13136_SCG_CALR_stitching_10x.czi,1-DAPI; 2-CALB2; 3-SCGN,,"SCGN (red): cortex, LGE, CGE, thalamus, basal ganglia; CALB2 (green): cortex, midbrain, thalamus, basal ganglia"
Neural_markers_10PCW,10pcw_13136_SCG_COUPTFII_stitching_10x.czi,Fetus 13136,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,SCGN,NM_006998,Atlas Antibodies HPA006641,COUPTFII,NM_021005.4,R&D Systems PP-H7147-00,,,,,,,ENSG00000079689,SCGN,ENSG00000185551,NR2F2,,,Neural_markers_10PCW\10pcw_13136_SCG_COUPTFII_stitching_10x.czi,1-DAPI; 2-NR2F2; 3-SCGN,,"SCGN (red): cortex, LGE, CGE, thalamus, basal ganglia; NR2F2 (green): cortex, LGE, CGE, thalamus"
Neural_markers_10PCW,10pcw_13136_SCG_SP8_stitching_10x.czi,Fetus 13136,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,SCGN,NM_006998,Atlas Antibodies HPA006641,SP8,NM_182700,Santa Cruz sc-104661,,,,,,,ENSG00000079689,SCGN,ENSG00000164651,SP8,,,Neural_markers_10PCW\10pcw_13136_SCG_SP8_stitching_10x.czi,1-DAPI; 2-SP8; 3-SCGN,,"SCGN (red): cortex, LGE, CGE, thalamus, basal ganglia; SP8 (green): cortex, LGE, CGE, thalamus"
Neural_markers_10PCW,10pcw_13341_SCGN_GAD67-Stitching_10X.czi,Fetus 13341,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,SCGN,NM_006998,Atlas Antibodies HPA006641,GAD67,NM_000817,Millipore MAB5406,,,,,,,ENSG00000079689,SCGN,ENSG00000128683,GAD67,,,Neural_markers_10PCW\10pcw_13341_SCGN_GAD67-Stitching_10X.czi,1-DAPI; 2-GAD67; 3-SCGN,,"SCGN (red): LGE, olfactory bulb, septum; GAD1; septum, LGE"
Neural_markers_10PCW,10pcw_13331_DLX2_CALR_-Stitching_10X.czi,Fetus 13331,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,DLX2,NM_004405,Santa Cruz Sc-393879,Calretinin,NM_001740,Merck MAB1568,,,,,,,ENSG00000115844,DLX2,ENSG00000172137,CALB2,,,Neural_markers_10PCW\10pcw_13331_DLX2_CALR_-Stitching_10X.czi,1-DAPI; 2-CALB2; 3-DLX2,,"DLX2 (red): cortex, LGE, CGE; CALB2 (green): cortex, LGE, CGE, basal ganglia, choroid plexus"
Neural_markers_10PCW,10pcw_13331_DLX2_COUP-TFII_STITCHING_10X.czi,Fetus 13331,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,DLX2,NM_004405,Santa Cruz Sc-393879,COUPTFII,NM_021005.4,R&D Systems PP-H7147-00,,,,,,,ENSG00000115844,DLX2,ENSG00000185551,NR2F2,,,Neural_markers_10PCW\10pcw_13331_DLX2_COUP-TFII_STITCHING_10X.czi,1-DAPI; 2-NR2F2; 3-DLX2,,"DLX2 (red): LGE, CGE; NR2F2 (green): cortex, LGE, CGE"
Neural_markers_10PCW,10pcw_13341_DLX2_COUPTFII-Stitching-13.czi,Fetus 13341,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,DLX2,NM_004405,Santa Cruz Sc-393879,COUPTFII,NM_021005.4,R&D Systems PP-H7147-00,,,,,,,ENSG00000115844,DLX2,ENSG00000185551,NR2F2,,,Neural_markers_10PCW\10pcw_13341_DLX2_COUPTFII-Stitching-13.czi,1-DAPI; 2-NR2F2; 3-DLX2,,"DLX2 (red): cortex, septum, olfactory bulb, LGE; NR2F2 (green): LGE, choroid plexus"
Neural_markers_10PCW,10pcw_13341_DLX2_GAD67-Stitching-10.czi,Fetus 13341,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,DLX2,NM_004405,Santa Cruz Sc-393879,GAD67,NM_000817,Millipore MAB5406,,,,,,,ENSG00000115844,DLX2,ENSG00000128683,GAD67,,,Neural_markers_10PCW\10pcw_13341_DLX2_GAD67-Stitching-10.czi,1-DAPI; 2-GAD67; 3-DLX2,,"DLX2 (red): septum, olfactory bulb, LGE; GAD1; septum, LGE"
Neural_markers_10PCW,10pcw_13341_DLX2_LHX6-Stitching-11.czi,Fetus 13341,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,DLX2,NM_004405,Santa Cruz Sc-393879,LHX6,NM_014368,Santa Cruz Sc-271433,,,,,,,ENSG00000115844,DLX2,ENSG00000106852,LHX6,,,Neural_markers_10PCW\10pcw_13341_DLX2_LHX6-Stitching-11.czi,1-DAPI; 2-LHX6; 3-DLX2,,"DLX2 (red): septum, olfactory bulb, LGE; LHX6 (green): cortex, MGE"
Neural_markers_10PCW,10pcw_13331_COUPTFII_COUPTFI-Stitching-10X.czi,Fetus 13331,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,COUPTFII,NM_021005.4,R&D Systems PP-H7147-00,COUPTFI,NM_005654,Abcam ab41858,,,,,,,ENSG00000185551,NR2F2,ENSG00000175745,NR2F1,,,Neural_markers_10PCW\10pcw_13331_COUPTFII_COUPTFI-Stitching-10X.czi,1-DAPI; 2-NR2F1; 3-NR2F2,,"NR2F2 (red): cortex, LGE, CGE, basal ganglia; NR2F1 (green): cortex, LGE, basal ganglia"
Neural_markers_10PCW,10pcw_13331_COUPTFII_KI67-Stitching-10X.czi,Fetus 13331,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,COUPTFII,NM_021005.4,R&D Systems PP-H7147-00,KI67,NM_002417,Dako M7240,,,,,,,ENSG00000185551,NR2F2,ENSG00000148773,MKI67,,,Neural_markers_10PCW\10pcw_13331_COUPTFII_KI67-Stitching-10X.czi,1-DAPI; 2-KI67; 3-NR2F2,,"NR2F2 (red): cortex, CGE; MKI67 (green):All proliferating cells; cortex, LGE, CGE"
Neural_markers_10PCW,10pcw_13331_COUP-TFII_SCGN_STITCHING_10X.czi,Fetus 13331,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,COUPTFII,NM_021005.4,R&D Systems PP-H7147-00,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,ENSG00000185551,NR2F2,ENSG00000079689,SCGN,,,Neural_markers_10PCW\10pcw_13331_COUP-TFII_SCGN_STITCHING_10X.czi,1-DAPI; 2-SCGN; 3-NR2F2,,"NR2F2 (red): cortex, CGE; SCGN (green): cortex, LGE, CGE, basal ganglia"
Neural_markers_10PCW,10pcw_13331_Calr_COUP-TFII_10X-Stitching-01.czi,Fetus 13331,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,Calretinin,NM_001740,Merck MAB1568,COUPTFII,NM_021005.4,R&D Systems PP-H7147-00,,,,,,,ENSG00000104327,CALB2,ENSG00000185551,NR2F2,,,Neural_markers_10PCW\10pcw_13331_Calr_COUP-TFII_10X-Stitching-01.czi,1-DAPI; 2-NR2F2; 3-CALB2,,"CALB2 (red): cortex, LGE, CGE, basal ganglia, choroid plexus; NR2F2 (green): cortex, CGE, choroid plexus"
Neural_markers_10PCW,10pcw_13331_CalR_SCGN_STITCHING_10X.czi,Fetus 13331,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,Calretinin,NM_001740,Merck MAB1568,SCGN ,NM_006998,Atlas Antibodies HPA006641,,,,,,,ENSG00000104327,CALB2,ENSG00000079689,SCGN ,,,Neural_markers_10PCW\10pcw_13331_CalR_SCGN_STITCHING_10X.czi,1-DAPI; 2-SCGN ; 3-CALB2,,"CALB2 (red): cortex, choroid plexus, LGE, CGE, basal ganglia; SCGN (green): cortex, LGE, CGE, basal ganglia"
Neural_markers_10PCW,10pcw_13331_CALR_SP8_10X_IP-Stitching-09.czi,Fetus 13331,Homo sapiens,NCBITaxon,9606,10PCW,Immunofluorescence,Calretinin,NM_001740,Merck MAB1568,SP8,NM_182700,Santa Cruz sc-104661,,,,,,,ENSG00000104327,CALB2,ENSG00000164651,SP8,,,Neural_markers_10PCW\10pcw_13331_CALR_SP8_10X_IP-Stitching-09.czi,1-DAPI; 2-SP8; 3-CALB2,,"CALB2 (red): cortex, choroid plexus, LGE, CGE, basal ganglia; SP8 (green): cortex, LGE, CGE, basal ganglia"
